IPO Date,Symbol,Company Name
12/11/2020,=GHVI,"Gores Holdings VI, Inc."
12/11/2020,=GLAQ,Globis Acquisition Corp.
12/11/2020,=MOTV,Motive Capital Corp
12/11/2020,NBTX,Nanobiotix S.A.
12/11/2020,=ROCC,Roth CC Acquisition Corp. II
12/11/2020,SNRH,Senior Connect Acquisition Corp. I
12/11/2020,=TVAC,Thayer Ventures Acquisition Corporation
12/11/2020,VVOS,"Vivos Therapeutics, Inc."
12/10/2020,ABNB,"Airbnb, Inc."
12/10/2020,CTAQ,Carney Technology Acquisition Corp. II
12/10/2020,HYFM,"Hydrofarm Holdings Group, Inc."
12/10/2020,PCPC,Periphas Capital Partnering Corporation
12/10/2020,=RMGB,RMG Acquisition Corp. II
12/09/2020,AI,"C3.ai, Inc."
12/09/2020,ALTU,Altitude Acquisition Corp.
12/09/2020,DASH,"DoorDash, Inc."
12/09/2020,FLAC,Frazier Lifesciences Acquisition Corp.
12/09/2020,HMCO,HumanCo Acquisition Corp.
12/09/2020,=NEBC,Nebula Caravel Acquisition Corp.
12/09/2020,PUBM,"PubMatic, Inc."
12/08/2020,CND,Concord Acquisition Corp
12/08/2020,=DDMX,DD3 Acquisition Corp. II
12/08/2020,MUDS,Mudrick Capital Acquisition Corp. II
12/08/2020,=RAAC,Revolution Acceleration Acquisition Corp.
12/04/2020,FTCV,FinTech Acquisition Corp. V
12/04/2020,PTIC,Proptech Investment Corporation II
12/04/2020,SBTX,"Silverback Therapeutics, Inc."
12/04/2020,SEER,"Seer, Inc."
12/04/2020,SGTX,"Sigilon Therapeutics, Inc."
12/04/2020,YQ,"17 Education & Technology Group, Inc."
12/03/2020,DCBO,"Docebo, Inc."
12/03/2020,FPAC,Far Peak Acquisition Corporation
12/03/2020,HTPA,Highland Transcend Partners I Corp.
12/03/2020,KNTE,"Kinnate Biopharma, Inc."
12/03/2020,=LOKB,Live Oak Acquisition Corp II
12/03/2020,=SPFR,Jaws Spitfire Acquisition Corporation
12/02/2020,=CAP,Capitol Investment Corp. V
12/02/2020,=RSVA,Rodgers Silicon Valley Acquisition Corp
12/02/2020,=TACA,Trepont Acquisition Corp. I
11/30/2020,=SGAM,Seaport Global Acquisition Corp.
11/25/2020,=FRX,Forest Road Acquisition Corp.
11/25/2020,=SPRQ,Spartan Acquisition Corp. II
11/24/2020,=GNPK,Genesis Park Acquisition Corp.
11/24/2020,=HFEN,"HF Enterprises, Inc."
11/24/2020,OZON,Ozon Holdings PLC
11/24/2020,=SV,Spring Valley Acquisition Corp.
11/24/2020,TINV,Tiga Acquisition Corp.
11/24/2020,=VCVC,10X Capital Venture Acquisition Corp
11/24/2020,VMAR,"Vision Marine Technologies, Inc."
11/23/2020,BREZ,Breeze Holdings Acquisition Corp.
11/20/2020,ARBG,Aequi Acquisition Corp.
11/20/2020,=CAS,Cascade Acquisition Corp
11/20/2020,KWAC,Kingswood Acquisition Corp.
11/20/2020,=LSAQ,LifeSci Acquisition II Corp.
11/20/2020,MRVI,"Maravai LifeSciences Holdings, Inc."
11/20/2020,=OCA,Omnichannel Acquisition Corp.
11/20/2020,SHC,Sotera Health Company
11/19/2020,=CHFW,Consonance-HFW Acquisition Corp.
11/19/2020,=IIAC,Investindustrial Acquisition Corp.
11/19/2020,JYAC,Jiya Acquisition Corp.
11/19/2020,=LNFA,L&F Acquisition Corp.
11/19/2020,NGMS,NeoGames S.A.
11/19/2020,OLMA,"Olema Pharmaceuticals, Inc."
11/19/2020,=RTPZ,Reinvent Technology Partners Z
11/19/2020,TLS,Telos Corporation
11/19/2020,YSG,Yatsen Holding Limited
11/18/2020,PHIC,"Population Health Investment Co., Inc."
11/17/2020,=DGNS,Dragoneer Growth Opportunities Corp. II
11/17/2020,=OTRA,OTR Acquisition Corp.
11/17/2020,PIPP,Pine Island Acquisition Corp.
11/17/2020,=ZNTE,Zanite Acquisition Corp.
11/13/2020,BWAC,Better World Acquisition Corp.
11/13/2020,=CFAC,CF Finance Acquisition Corp. III
11/13/2020,=DMYI,"dMY Technology Group, Inc. III"
11/13/2020,HAAC,Health Assurance Acquisition Corp.
11/11/2020,NOAC,Natural Order Acquisition Corp.
11/11/2020,=STIC,Northern Star Acquisition Corp.
11/10/2020,ADOC,Edoc Acquisition Corp.
11/10/2020,=TSIA,TS Innovation Acquisitions Corp.
11/06/2020,=DBDR,Roman DBDR Tech Acquisition Corp.
10/30/2020,AVIR,"Atea Pharmaceuticals, Inc."
10/30/2020,=BHSE,Bull Horn Holdings Corp.
10/30/2020,CONX,CONX Corp.
10/30/2020,JUPW,"Jupiter Wellness, Inc."
10/30/2020,LU,Lufax Holding Ltd.
10/30/2020,=NBA,New Beginnings Acquisition Corp.
10/30/2020,SQZ,SQZ Biotechnologies Company
10/29/2020,ALGM,"Allegro MicroSystems, Inc."
10/29/2020,=DSAC,Duddell Street Acquisition Corp.
10/29/2020,GLTO,"Galecto, Inc."
10/29/2020,LESL,"Leslie's, Inc."
10/28/2020,ABST,Absolute Software Corporation
10/28/2020,=ACIC,Atlas Crest Investment Corp.
10/28/2020,=AJAX,Ajax I
10/28/2020,BDSX,"Biodesix, Inc."
10/28/2020,BOAC,Bluescape Opportunities Acquisition Corp.
10/28/2020,GATO,"Gatos Silver, Inc."
10/28/2020,MAX,"MediaAlpha, Inc."
10/28/2020,ROOT,"Root, Inc."
10/27/2020,LUXA,Lux Health Tech Acquisition Corp.
10/27/2020,=MACU,Mallard Acquisition Corp.
10/23/2020,=ACAC,Acies Acquisition Corp.
10/23/2020,=ATAC,Altimar Acquisition Corp.
10/23/2020,EUCR,Eucrates Biomedical Acquisition Corp.
10/23/2020,FHTX,"Foghorn Therapeutics, Inc."
10/22/2020,ABCM,Abcam PLC
10/22/2020,BLSA,BCLS Acquisition Corp.
10/22/2020,=CTAC,Cerberus Telecom Acquisition Corp.
10/22/2020,GHLD,Guild Holdings Company
10/22/2020,MCFE,McAfee Corp.
10/22/2020,=RICE,Rice Acquisition Corp.
10/22/2020,TEKK,Tekkorp Digital Acquisition Corp.
10/22/2020,=YSAC,Yellowstone Acquisition Company
10/21/2020,HIGA,H.I.G. Acquisition Corp.
10/21/2020,LFTR,Lefteris Acquisition Corp.
10/21/2020,MSP,Datto Holding Corp.
10/21/2020,=SPNV,"Supernova Partners Acquisition Company, Inc."
10/21/2020,SRSA,Sarissa Capital Acquisition Corp.
10/21/2020,=XPOA,"DPCM Capital, Inc."
10/21/2020,YGMZ,MingZhu Logistics Holdings Limited
10/20/2020,=DCRB,Decarbonization Plus Acquisition Corporation
10/20/2020,=GWAC,Good Works Acquisition Corp.
10/20/2020,=HLXA,Helix Acquisition Corp.
10/20/2020,HZON,Horizon Acquisition Corporation II
10/16/2020,ALGS,"Aligos Therapeutics, Inc."
10/16/2020,BTWN,Bridgetown Holdings Limited
10/16/2020,EAR,"Eargo, Inc."
10/16/2020,KRBP,"Kiromic BioPharma, Inc."
10/16/2020,OPT,Opthea Limited
10/16/2020,PRAX,"Praxis Precision Medicines, Inc."
10/16/2020,TARS,"Tarsus Pharmaceuticals, Inc."
10/16/2020,TMPM,Turmeric Acquisition Corp.
10/15/2020,ARRY,"Array Technologies, Inc."
10/15/2020,EBC,"Eastern Bankshares, Inc."
10/15/2020,MNSO,Miniso Group Holding Limited
10/15/2020,=MOTN,Motion Acquisition Corp.
10/15/2020,=TMTS,Spartacus Acquisition Corporation
10/14/2020,CDAK,"Codiak BioSciences, Inc."
10/14/2020,FVAM,5:01 Acquisition Corp.
10/09/2020,IH,"iHuman, Inc."
10/09/2020,INTZ,"Intrusion, Inc."
10/09/2020,IPOD,Social Capital Hedosophia Holdings Corp. IV
10/09/2020,=IPOE,Social Capital Hedosophia Holdings Corp. V
10/09/2020,IPOF,Social Capital Hedosophia Holdings Corp. VI
10/09/2020,KRON,"Kronos Bio, Inc."
10/09/2020,=LCY,"Landcadia Holdings III, Inc."
10/09/2020,SPRB,"Spruce Biosciences, Inc."
10/09/2020,STTK,"Shattuck Labs, Inc."
10/08/2020,AZYO,"Aziyo Biologics, Inc."
10/08/2020,FUBO,"FuboTV, Inc."
10/08/2020,=PAIC,"Petra Acquisition, Inc."
10/07/2020,=EMPW,Empower Ltd.
10/07/2020,=MAAC,Montes Archimedes Acquisition Corp.
10/07/2020,=NGAC,NextGen Acquisition Corporation
10/07/2020,=PACE,TPG Pace Tech Opportunities Corp.
10/07/2020,SQFT,"Presidio Property Trust, Inc."
10/07/2020,TPGY,TPG Pace Beneficial Finance Corp.
10/06/2020,=FMAC,FirstMark Horizon Acquisition Corp.
10/02/2020,=APSG,Apollo Strategic Growth Capital
10/02/2020,ASAQ,Atlantic Street Acquisition Corp.
10/02/2020,ASO,"Academy Sports and Outdoors, Inc."
10/02/2020,AVAN,Avanti Acquisition Corp.
10/02/2020,CCCC,"C4 Therapeutics, Inc."
10/02/2020,=IACA,ION Acquisition Corp 1 Ltd.
10/02/2020,IMNM,"Immunome, Inc."
10/02/2020,ONCR,"Oncorus, Inc."
10/02/2020,=SEAH,Sports Entertainment Acquisition Corp.
10/02/2020,=VGAC,VG Acquisition Corp.
10/02/2020,VYGG,Vy Global Growth
10/01/2020,=AGC,Altimeter Growth Corp.
10/01/2020,AVO,"Mission Produce, Inc."
10/01/2020,IGAC,IG Acquisition Corp.
10/01/2020,=IMPX,AEA-Bridges Impact Corp.
10/01/2020,LUNG,Pulmonx Corporation
10/01/2020,LXEH,"Lixiang Education Holding Co., Ltd."
10/01/2020,RCHG,Recharge Acquisition Corp.
10/01/2020,THRY,"Thryv Holdings, Inc."
09/30/2020,ASAN,"Asana, Inc."
09/30/2020,BQ,Boqii Holding Limited
09/30/2020,CD,Chindata Group Holdings Limited
09/30/2020,=CLII,Climate Change Crisis Real Impact I Acquisition Corporation
09/30/2020,=FGNA,FG New America Acquisition Corp.
09/30/2020,PLTR,Palantir Technologies Inc.
09/30/2020,=QELL,Qell Acquisition Corp.
09/30/2020,=VSPR,Vesper Healthcare Acquisition Corp.
09/30/2020,YALA,Yalla Group Limited
09/29/2020,ORPHY,Orphazyme A/S
09/25/2020,AMST,"Amesite, Inc."
09/25/2020,=FTIV,FinTech Acquisition Corp. IV
09/25/2020,GLSI,"Greenwich LifeSciences, Inc."
09/25/2020,GRAY,"Graybug Vision, Inc."
09/25/2020,PMVP,"PMV Pharmaceuticals, Inc."
09/25/2020,PRLD,"Prelude Therapeutics, Inc."
09/25/2020,SYTA,"Siyata Mobile, Inc."
09/25/2020,=VACQ,Vector Acquisition Corporation
09/25/2020,VIAO,VIA optronics AG
09/24/2020,=PDAC,Peridot Acquisition Corp.
09/24/2020,TSHA,"Taysha Gene Therapies, Inc."
09/23/2020,=ACTC,ArcLight Clean Transition Corp.
09/23/2020,=ASPL,Aspirational Consumer Lifestyle Corp.
09/23/2020,BSY,"Bentley Systems, Inc."
09/23/2020,CRSR,"Corsair Gaming, Inc."
09/23/2020,GDRX,"GoodRx Holdings, Inc."
09/23/2020,LSF,"Laird Superfood, Inc."
09/23/2020,=VIH,VPC Impact Acquisition Holdings
09/22/2020,=FCAC,Falcon Capital Acquisition Corp.
09/22/2020,PMVC,PMV Consumer Acquisition Corp.
09/18/2020,=AHAC,Alpha Healthcare Acquisition Corp.
09/18/2020,ATHA,"Athira Pharma, Inc."
09/18/2020,CMPS,COMPASS Pathways PLC
09/18/2020,NMMC,North Mountain Merger Corp.
09/18/2020,U,"Unity Software, Inc."
09/18/2020,VTRU,Vitru Limited
09/17/2020,AMWL,American Well Corporation
09/17/2020,BNL,"Broadstone Net Lease, Inc."
09/17/2020,DYN,"Dyne Therapeutics, Inc."
09/17/2020,=OACB,Oaktree Acquisition Corp. II
09/17/2020,PTVE,"Pactiv Evergreen, Inc."
09/17/2020,=RTP,Reinvent Technology Partners
09/17/2020,=STWO,ACON S2 Acquisition Corp.
09/17/2020,SUMO,"Sumo Logic, Inc."
09/16/2020,=ENPC,Executive Network Partnering Corporation
09/16/2020,EQD,Equity Distribution Acquisition Corp.
09/16/2020,FROG,JFrog Ltd.
09/16/2020,MTCR,"Metacrine, Inc."
09/16/2020,SNOW,Snowflake Inc.
09/16/2020,STEP,"StepStone Group, Inc."
09/15/2020,OM,"Outset Medical, Inc."
09/15/2020,=SAII,"Software Acquisition Group, Inc. II"
09/15/2020,=SBG,Sandbridge Acquisition Corporation
09/11/2020,=BSN,Broadstone Acquisition Corp.
09/11/2020,LEAP,"Ribbit LEAP, Ltd."
09/11/2020,LSPD,"Lightspeed Commerce, Inc."
09/11/2020,=SNPR,Tortoise Acquisition Corp. II
09/11/2020,=TWCT,TWC Tech Holdings II Corp.
09/10/2020,=NSH,"NavSight Holdings, Inc."
09/10/2020,PIAI,Prime Impact Acquisition I
09/10/2020,=SVAC,Starboard Value Acquisition Corp.
09/09/2020,CRHC,Cohn Robbins Holdings Corp.
09/09/2020,=ITAC,"Industrial Tech Acquisitions, Inc."
09/06/2020,=HEC,Hudson Executive Investment Corp.
09/04/2020,=CAPA,HighCape Capital Acquisition Corp.
09/04/2020,TWND,Tailwind Acquisition Corp.
09/03/2020,=BCTG,BCTG Acquisition Corp.
09/03/2020,=INAQ,INSU Acquisition Corp. II
09/02/2020,=CMLF,"CM Life Sciences, Inc."
09/01/2020,PRFX,PainReform Ltd.
08/31/2020,AUVI,"Applied UV, Inc."
08/28/2020,GP,"GreenPower Motor Company, Inc."
08/28/2020,HCDI,"Harbor Custom Development, Inc."
08/27/2020,=BTAQ,Burgundy Technology Acquisition Corporation
08/27/2020,=CFII,CF Finance Acquisition Corp. II
08/27/2020,XPEV,XPeng Inc.
08/26/2020,=FTOC,FTAC Olympus Acquisition Corp.
08/21/2020,=CLA,Colonnade Acquisition
08/21/2020,FST,FAST Acquisition Corp.
08/21/2020,=HZAC,Horizon Acquisition Corp.
08/21/2020,KYMR,"Kymera Therapeutics, Inc."
08/21/2020,NNOX,Nano-X Imaging Ltd.
08/19/2020,=BFT,Foley Trasimene Acquisition II
08/19/2020,HRMY,"Harmony Biosciences Holdings, Inc."
08/19/2020,INBX,"Inhibrx, Inc."
08/18/2020,=AONE,One
08/18/2020,=FIII,Forum Merger III Corporation
08/18/2020,=NGA,Northern Genesis Acquisition Corp.
08/18/2020,=STPK,Star Peak Energy Transition Corp.
08/14/2020,CVAC,CureVac N.V.
08/14/2020,DCT,"Duck Creek Technologies, Inc."
08/14/2020,=DGNR,Dragoneer Growth Opportunities Corp.
08/14/2020,=DMYD,"dMY Technology Group, Inc. II"
08/14/2020,=LCAP,Lionheart Acquisition Corp. II
08/13/2020,BEKE,"KE Holdings, Inc."
08/13/2020,NTST,NetSTREIT Corp.
08/13/2020,RBAC,RedBall Acquisition Corp.
08/12/2020,=FAII,Fortress Value Acquisition Corp. II
08/12/2020,=FSDC,FS Development Corp.
08/12/2020,KBNT,"Kubient, Inc."
08/07/2020,=ARYA,ARYA Sciences Acquisition Corp. III
08/07/2020,=CMPI,"Checkmate Pharmaceuticals, Inc."
08/07/2020,FRLN,Freeline Therapeutics Holdings PLC
08/07/2020,IBEX,IBEX Limited
08/07/2020,=VMAC,"Vistas Media Acquisition Company, Inc."
08/06/2020,AFIB,"Acutus Medical, Inc."
08/06/2020,=GRSV,"Gores Holdings V, Inc."
08/06/2020,=KSMT,Kismet Acquisition One Corp.
08/06/2020,OSH,"Oak Street Health, Inc."
08/06/2020,RKT,"Rocket Companies, Inc."
08/05/2020,BIGC,"BigCommerce Holdings, Inc."
08/05/2020,=BOWX,BowX Acquisition Corp.
08/05/2020,GOAC,GO Acquisition Corp.
08/05/2020,=HOL,"Holicity, Inc."
08/05/2020,RXT,"Rackspace Technology, Inc."
08/04/2020,HSAQ,Health Sciences Acquisitions Corp. 2
08/04/2020,=YAC,Yucaipa Acquisition Corp.
07/31/2020,ETAC,E.merge Technology Acquisition Corp.
07/31/2020,FTHM,"Fathom Holdings, Inc."
07/31/2020,=NHIC,NewHold Investment Corp.
07/31/2020,POL,Polished.com Inc.
07/31/2020,=PRPB,CC Neuberger Principal Holdings II
07/31/2020,VITL,"Vital Farms, Inc."
07/31/2020,VSTA,Vasta Platform Limited
07/30/2020,ALVR,"AlloVir, Inc."
07/30/2020,=CCIV,Churchill Capital Corp. IV
07/30/2020,LI,"Li Auto, Inc."
07/29/2020,VERX,"Vertex, Inc."
07/28/2020,ACEV,ACE Convergence Acquisition Corp.
07/24/2020,=ACND,Ascendant Digital Acquisition Corp.
07/24/2020,ANNX,"Annexon, Inc."
07/24/2020,GRCY,Greencity Acquisition Corp.
07/24/2020,INZY,"Inozyme Pharma, Inc."
07/24/2020,ITOS,"iTeos Therapeutics, Inc."
07/24/2020,NRIX,"Nurix Therapeutics, Inc."
07/23/2020,EDTK,Skillful Craftsman Education Technology Ltd.
07/23/2020,ERES,East Resources Acquisition Co.
07/23/2020,MEG,"Montrose Environmental Group, Inc."
07/22/2020,JAMF,Jamf Holding Corporation
07/22/2020,=PSAC,Property Solutions Acquisition Corp.
07/22/2020,PSTH,"Pershing Square Tontine Holdings, Ltd."
07/17/2020,ALXO,"ALX Oncology Holdings, Inc."
07/17/2020,BLI,"Berkeley Lights, Inc."
07/17/2020,=DFHT,Deerfield Healthcare Technology Acquisitions Corp.
07/17/2020,=PAND,"Pandion Therapeutics, Inc."
07/17/2020,RNLX,Renalytix plc
07/16/2020,RLAY,"Relay Therapeutics, Inc."
07/16/2020,TIG,"Trean Insurance Group, Inc."
07/15/2020,=DEH,D8 Holdings Corp.
07/15/2020,GOCO,"GoHealth, Inc."
07/15/2020,HPX,HPX Corp.
07/15/2020,MLAC,Malacca Straits Acquisition Company Limited
07/14/2020,=AACQ,"Artius Acquisition, Inc"
07/14/2020,NCNO,"nCino, Inc."
07/13/2020,=PTK,PTK Acquisition Corp.
07/10/2020,IVA,Inventiva SA
07/10/2020,NKTX,"Nkarta, Inc."
07/10/2020,PSTX,"Poseida Therapeutics, Inc."
07/10/2020,QH,Quhuo Ltd.
07/08/2020,BLCT,BlueCity Holdings Ltd.
07/08/2020,=RACA,Therapeutics Acquisition Corp.
07/08/2020,=TXAC,Therapeutics Acquisition Corp.
07/02/2020,ACCD,"Accolade, Inc."
07/02/2020,=CPSR,Capstar Special Purpose Acquisition Corp.
07/02/2020,LMND,"Lemonade, Inc."
07/01/2020,DNB,"Dun & Bradstreet Holdings, Inc."
07/01/2020,=PANA,Panacea Acquisition Corp.
06/30/2020,ADTX,"Aditx, Inc."
06/30/2020,=GSAH,GS Acquisition Holdings Corp. II
06/26/2020,ACI,"Albertsons Companies, Inc."
06/26/2020,AKUS,"Akouos, Inc."
06/26/2020,API,"Agora, Inc."
06/26/2020,EBON,"Ebang International Holdings, Inc."
06/26/2020,=FUSE,Fusion Acquisition Corp.
06/26/2020,FUSN,"Fusion Pharmaceuticals, Inc."
06/26/2020,=KCAC,Kensington Capital Acquisition Corp.
06/26/2020,PYPD,PolyPid Ltd.
06/24/2020,BRLI,Brilliant Acquisition Corp.
06/19/2020,BIOR,"Biora Therapeutics, Inc."
06/19/2020,FMTX,"Forma Therapeutics Holdings, Inc."
06/19/2020,GTH,Genetron Holdings Limited
06/19/2020,NUZE,"NuZee, Inc."
06/19/2020,RPTX,"Repare Therapeutics, Inc."
06/17/2020,=TREB,Trebia Acquisition Corp.
06/16/2020,RPRX,Royalty Pharma PLC
06/12/2020,AZEK,"The AZEK Company, Inc."
06/12/2020,BNR,Burning Rock Biotech Ltd.
06/12/2020,GBIO,Generation Bio Co.
06/12/2020,PCVX,"Vaxcyte, Inc."
06/12/2020,RNA,"Avidity Biosciences, Inc."
06/11/2020,LTRN,"Lantern Pharma, Inc."
06/10/2020,UCL,"uCloudlink Group, Inc."
06/09/2020,VRM,"Vroom, Inc."
06/05/2020,AMTI,"Applied Molecular Transport, Inc."
06/05/2020,=ARYB,ARYA Sciences Acquisition II
06/05/2020,CALT,Calliditas Therapeutics AB
06/05/2020,DADA,Dada Nexus Limited
06/05/2020,FOUR,"Shift4 Payments, Inc."
06/05/2020,LEGN,Legend Biotech Corporation
06/05/2020,=MCAC,Mountain Crest Acquisition Corp.
06/04/2020,ZI,"ZoomInfo Technologies, Inc."
06/03/2020,PLRX,"Pliant Therapeutics, Inc."
06/03/2020,WMG,Warner Music Group Corp.
05/27/2020,=WPF,Foley Trasimene Acquisition Corp.
05/22/2020,NARI,"Inari Medical, Inc."
05/21/2020,=LGVW,Longview Acquisition Corp.
05/21/2020,SLQT,"SelectQuote, Inc."
05/20/2020,=BMRG,B. Riley Principal Merger II
05/15/2020,ADCT,ADC Therapeutics SA
05/15/2020,=NOVS,Novus Capital Corp.
05/14/2020,=GIK,"GigCapital3, Inc."
05/14/2020,=JWS,Jaws Acquisition Corporation
05/08/2020,AYLA,"Ayala Pharmaceuticals, Inc."
05/08/2020,CLEU,China Liberal Education Holdings Ltd.
05/08/2020,KC,Kingsoft Cloud Holdings Limited
05/06/2020,=LOAK,Live Oak Acquisition Corp.
05/06/2020,=SOAC,Sustainable Opportunities Acquisition Corp.
05/05/2020,GAN,GAN Limited
05/05/2020,=ROCH,Roth CH Acquisition I
05/01/2020,=CGRO,Collective Growth Corp.
05/01/2020,LYRA,"Lyra Therapeutics, Inc."
04/30/2020,=FVAC,Fortress Value Acquisition
04/28/2020,=IPOB,Social Capital Hedosophia II
04/24/2020,=CHAQ,Chardan Healthcare Acquisition 2 Corp.
04/24/2020,ORIC,Oric Pharmaceuticals Inc.
04/24/2020,=PCPL,CC Neuberger Principal Holdings I
04/22/2020,=IPOC,Social Capital Hedosophia Holdings Corp. III
04/08/2020,KROS,"Keros Therapeutics, Inc."
04/03/2020,ZNTL,"Zentalis Pharmaceuticals, Inc."
04/01/2020,WIMI,"WiMi Hologram Cloud, Inc."
03/12/2020,IMRA,IMARA Inc.
03/11/2020,=DFPH,DFP Healthcare Acquisitions Corp.
03/06/2020,=FEAC,Flying Eagle Acquisition
03/06/2020,=LSAC,LifeSci Acquisition Corp.
03/03/2020,GFL,"GFL Environmental, Inc."
02/28/2020,PASG,"Passage Bio, Inc."
02/24/2020,ZCMD,Zhongchao Inc.
02/21/2020,=DMYT,dMY Technology Group
02/20/2020,ESSC,East Stone Acquisition Corp.
02/14/2020,=CCXX,Churchill Capital III
02/14/2020,=NBAC,Newborn Acquisition
02/13/2020,GRIL,"Muscle Maker, Inc."
02/13/2020,MEDS,"TRxADE HEALTH, Inc."
02/13/2020,RVMD,"Revolution Medicines, Inc."
02/13/2020,=ZGYH,Yunhong International
02/12/2020,HUIZ,Huize Holding Limited
02/11/2020,=CCAC,CITIC Capital Acquisition Corp.
02/11/2020,GNRS,Greenrose Acquisition Corp.
02/07/2020,NREF,"NexPoint Real Estate Finance, Inc."
02/07/2020,ONEW,OneWater Marine Inc.
02/07/2020,PFHD,Professional Holding Corp.
02/06/2020,BEAM,Beam Therapeutics Inc.
02/06/2020,=CSPR,"Casper Sleep, Inc."
02/06/2020,=PPD,"PPD, Inc."
02/06/2020,SDGR,"Schrodinger, Inc."
01/31/2020,ARQT,"Arcutis Biotherapeutics, Inc."
01/31/2020,ONEM,"1Life Healthcare, Inc."
01/31/2020,REYN,Reynolds Consumer Products Inc.
01/30/2020,ANPC,AnPac Bio-Medical Science Co. Ltd.
01/30/2020,BDTX,"Black Diamond Therapeutics, Inc."
01/29/2020,ANVS,"Annovis Bio, Inc."
01/24/2020,=GHIV,"Gores Holdings IV, Inc."
01/24/2020,SCVX,SCVX Corp.
01/17/2020,=DNK,Phoenix Tree Holdings Ltd.
01/17/2020,IMAB,I-Mab
01/17/2020,LIZI,Lizhi Inc.
01/17/2020,VEL,"Velocity Financial, Inc."
