IPO Date,Symbol,Company Name
10/27/2021,IOAC,Innovative International Acquisition Corp.
10/27/2021,LVAC,LAVA Medtech Acquisition Corp.
10/27/2021,MRAI,"Marpai, Inc."
10/27/2021,OHAA,OPY Acquisition Corp. I
10/27/2021,PHYT,Pyrophyte Acquisition Corp.
10/27/2021,RENT,"Rent The Runway, Inc."
10/27/2021,USCT,TKB Critical Technologies 1
10/22/2021,ARIS,"Aris Water Solutions, Inc."
10/22/2021,ICNC,Iconic Sports Acquisition Corp.
10/22/2021,MBSC,M3-Brigade Acquisition III Corp.
10/22/2021,PGSS,Pegasus Digital Mobility Acquisition Corp.
10/22/2021,UTRS,"Minerva Surgical, Inc."
10/22/2021,XLO,"Xilio Therapeutics, Inc."
10/21/2021,COCO,"The Vita Coco Company, Inc."
10/21/2021,ENER,Accretion Acquisition Corp.
10/21/2021,ENFN,"Enfusion, Inc."
10/21/2021,GOGN,GoGreen Investments Corporation
10/21/2021,GTAC,Global Technology Acquisition Corp. I
10/21/2021,NHIC,NewHold Investment Corp. II
10/21/2021,PTLO,Portillo's Inc.
10/21/2021,PX,"P10, Inc."
10/21/2021,RWAY,Runway Growth Finance Corp.
10/21/2021,THAC,Thrive Acquisition Corporation
10/21/2021,VTYX,"Ventyx Biosciences, Inc."
10/21/2021,XFIN,ExcelFin Acquisition Corp.
10/20/2021,ACAQ,Athena Consumer Acquisition Corp.
10/20/2021,AXH,"Industrial Human Capital, Inc."
10/20/2021,CNTX,"Context Therapeutics, Inc."
10/20/2021,CYN,"Cyngn, Inc."
10/20/2021,ESAC,ESGEN Acquisition Corporation
10/20/2021,NCAC,Newcourt Acquisition Corp.
10/20/2021,SDIG,"Stronghold Digital Mining, Inc."
10/20/2021,WWAC,Worldwide Webb Acquisition Corp.
10/19/2021,BMAQ,Blockchain Moon Acquisition Corp.
10/19/2021,ENTF,Enterprise 4.0 Technology Acquisition Corp.
10/19/2021,FEXD,Fintech Ecosystem Development Corp.
10/19/2021,SMAP,SportsMap Tech Acquisition Corp.
10/15/2021,AVHI,Achari Ventures Holdings Corp. I
10/15/2021,CDAQ,Compass Digital Acquisition Corp.
10/15/2021,FNA,"Paragon 28, Inc."
10/15/2021,=FOUN,Founder SPAC
10/15/2021,INKT,"MiNK Therapeutics, Inc."
10/15/2021,PEPL,PepperLime Health Acquisition Corporation
10/15/2021,SANB,Sanaby Health Acquisition Corp. I
10/14/2021,BMAC,Black Mountain Acquisition Corp.
10/14/2021,GTLB,GitLab Inc.
10/14/2021,IHS,IHS Holding Limited
10/14/2021,LUCD,Lucid Diagnostics Inc.
10/14/2021,ROSE,Rose Hill Acquisition Corporation
10/14/2021,TRIS,Tristar Acquisition I Corp.
10/13/2021,AVDX,"AvidXchange Holdings, Inc."
10/13/2021,FATP,Fat Projects Acquisition Corp.
10/13/2021,HCTI,"Healthcare Triangle, Inc."
10/12/2021,GIAC,Gesher I Acquisition Corp.
10/08/2021,CGTX,"Cognition Therapeutics, Inc."
10/08/2021,HWKZ,Hawks Acquisition Corp.
10/08/2021,ISO,IsoPlexis Corporation
10/08/2021,JMAC,Jade Mountain Acquisition Corp.
10/08/2021,LCW,Learn CW Investment Corporation
10/08/2021,SAMA,Schultze Special Purpose Acquisition Corp. II
10/07/2021,IXAQ,IX Acquisition Corp.
10/07/2021,LTH,"Life Time Group Holdings, Inc."
10/07/2021,TCN,Tricon Residential Inc.
10/07/2021,THRX,"Theseus Pharmaceuticals, Inc."
10/06/2021,AVAC,"Avalon Acquisition, Inc."
10/06/2021,NFYS,Enphys Acquisition Corp.
10/06/2021,NVEI,Nuvei Corporation
10/06/2021,PBAX,Phoenix Biotech Acquisition Corp.
10/06/2021,PCX,Parsec Capital Acquisitions Corp.
10/06/2021,VLCN,"Volcon, Inc."
10/05/2021,BHAC,Crixus BH3 Acquisition Corp.
10/05/2021,RNER,Mount Rainier Acquisition Corp.
10/01/2021,DMYS,"dMY Technology Group, Inc. VI"
10/01/2021,EXAI,Exscientia plc
10/01/2021,FWRG,"First Watch Restaurant Group, Inc."
10/01/2021,GATE,Marblegate Acquisition Corp.
10/01/2021,MTRY,Monterey Bio Acquisition Corporation
10/01/2021,PYXS,"Pyxis Oncology, Inc."
10/01/2021,TDCX,"TDCX, Inc."
09/30/2021,ARTE,Artemis Strategic Investment Corporation
09/30/2021,HPLT,Home Plate Acquisition Corporation
09/30/2021,OLPX,"Olaplex Holdings, Inc."
09/29/2021,HCVI,Hennessy Capital Investment Corp. VI
09/29/2021,MEKA,MELI Kaszek Pioneer Corp.
09/29/2021,WRBY,"Warby Parker, Inc."
09/28/2021,AMPL,"Amplitude, Inc."
09/28/2021,BACA,Berenson Acquisition Corp. I
09/28/2021,PRBM,Parabellum Acquisition Corp.
09/24/2021,CWAN,"Clearwater Analytics Holdings, Inc."
09/24/2021,DSAQ,Direct Selling Acquisition Corp.
09/24/2021,GIA,"GigCapital5, Inc."
09/24/2021,HLTH,Cue Health Inc.
09/23/2021,ARBK,Argo Blockchain Plc
09/23/2021,BRLT,"Brilliant Earth Group, Inc."
09/23/2021,ESMT,"EngageSmart, Inc."
09/23/2021,LOCC,Live Oak Crestview Climate Acquisition Corp.
09/23/2021,RELY,"Remitly Global, Inc."
09/23/2021,SOVO,"Sovos Brands, Inc."
09/23/2021,STER,Sterling Check Corp.
09/23/2021,THRN,"Thorne HealthTech, Inc."
09/22/2021,AKA,a.k.a. Brands Holding Corp.
09/22/2021,ARGU,Argus Capital Corp.
09/22/2021,FRSH,Freshworks Inc.
09/22/2021,IPAX,Inflection Point Acquisition Corp.
09/22/2021,TOST,"Toast, Inc."
09/22/2021,VBNK,VersaBank
09/21/2021,HHGC,HHG Capital Corporation
09/16/2021,ACT,"Enact Holdings, Inc."
09/16/2021,FLYA,Soar Technology Acquisition Corp.
09/16/2021,FORG,"ForgeRock, Inc."
09/15/2021,AEHA,Aesther Healthcare Acquisition Corp.
09/15/2021,BROS,Dutch Bros Inc.
09/15/2021,CIIG,"CIIG Capital Partners II, Inc."
09/15/2021,DH,Definitive Healthcare Corp.
09/15/2021,DICE,"DICE Therapeutics, Inc."
09/15/2021,=EDNC,Endurance Acquisition Corp.
09/15/2021,EZFL,"EzFill Holdings, Inc."
09/15/2021,KTTA,Pasithea Therapeutics Corp.
09/15/2021,ONON,On Holding AG
09/15/2021,PRCT,PROCEPT BioRobotics Corporation
09/15/2021,SIER,Sierra Lake Acquisition Corp.
09/15/2021,TWKS,"Thoughtworks Holding, Inc."
09/15/2021,TYRA,"Tyra Biosciences, Inc."
09/15/2021,WINV,WinVest Acquisition Corp.
09/14/2021,PAFO,Pacifico Acquisition Corp.
09/14/2021,SRAD,Sportradar Group AG
09/10/2021,BNIX,Bannix Acquisition Corp.
09/10/2021,FHLT,Future Health ESG Corp.
09/10/2021,FLAG,"First Light Acquisition Group, Inc."
09/10/2021,SLVR,"SilverSPAC, Inc."
09/08/2021,BNNR,Banner Acquisition Corp.
09/03/2021,DWAC,Digital World Acquisition Corp.
09/03/2021,OXUS,Oxus Acquisition Corp.
09/02/2021,DTRT,DTRT Health Acquisition Corp.
09/02/2021,GIPR,"Generation Income Properties, Inc."
09/02/2021,INAQ,Insight Acquisition Corp.
09/01/2021,CNDA,Concord Acquisition Corp. II
08/31/2021,=CHWA,CHW Acquisition Corporation
08/31/2021,DDI,"DoubleDown Interactive Co., Ltd."
08/31/2021,REVE,Alpine Acquisition Corp.
08/27/2021,SQL,"SeqLL, Inc."
08/26/2021,CCAI,Cascadia Acquisition Corp.
08/26/2021,MEOA,"Minority Equality Opportunities Acquisition, Inc."
08/26/2021,RNXT,"RenovoRx, Inc."
08/26/2021,SWSS,Springwater Special Situations Corp.
08/20/2021,WAVC,Waverley Capital Acquisition Corp. 1
08/13/2021,AACI,Armada Acquisition Corp. I
08/13/2021,APMI,AxonPrime Infrastructure Acquisition Corporation
08/13/2021,CENQ,CENAQ Energy Corp.
08/13/2021,DATS,"DatChat, Inc."
08/13/2021,DRMA,"Dermata Therapeutics, Inc."
08/13/2021,JAQC,Jupiter Acquisition Corporation
08/13/2021,KCGI,Kensington Capital Acquisition Corp. V
08/12/2021,AFTR,AfterNext HealthTech Acquisition Corp.
08/12/2021,OXAC,Oxbridge Acquisition Corp.
08/12/2021,PPHP,PHP Ventures Acquisition Corp.
08/12/2021,SSBK,"Southern States Bancshares, Inc."
08/11/2021,=CNTQ,Chardan NexTech Acquisition 2 Corp.
08/11/2021,DCRD,Decarbonization Plus Acquisition Corporation IV
08/11/2021,PONO,Pono Capital Corp.
08/11/2021,TPBA,TPB Acquisition Corporation I
08/11/2021,VCXA,10x Capital Venture Acquisition Corp. II
08/11/2021,WQGA,World Quantum Growth Acquisition Corp.
08/10/2021,AHPA,Avista Public Acquisition Corp. II
08/10/2021,ASPA,"Abri SPAC I, Inc."
08/10/2021,CPAA,Conyers Park III Acquisition Corp.
08/10/2021,ELYM,"Eliem Therapeutics, Inc."
08/06/2021,IVVD,"Invivyd, Inc."
08/06/2021,NOVV,Nova Vision Acquisition Corp.
08/06/2021,ROCG,Roth CH Acquisition IV Co.
08/06/2021,=RVAC,Riverview Acquisition Corp.
08/05/2021,EWCZ,"European Wax Center, Inc."
08/05/2021,=GLEE,Gladstone Acquisition Corporation
08/05/2021,WEBR,"Weber, Inc."
08/04/2021,AMCI,AMCI Acquisition Corp. II
08/04/2021,BWC,Blue Whale Acquisition Corp. I
08/03/2021,HWEL,Healthwell Acquisition Corp. I
07/30/2021,DOLE,Dole plc
07/30/2021,IMRX,Immuneering Corporation
07/30/2021,INAB,"IN8bio, Inc."
07/30/2021,MXCT,"MaxCyte, Inc."
07/30/2021,OMGA,"Omega Therapeutics, Inc."
07/30/2021,RANI,"Rani Therapeutics Holdings, Inc."
07/30/2021,RXST,"RxSight, Inc."
07/30/2021,TNYA,"Tenaya Therapeutics, Inc."
07/30/2021,XPAX,XPAC Acquisition Corp.
07/29/2021,COOK,"Traeger, Inc."
07/29/2021,HOOD,"Robinhood Markets, Inc."
07/29/2021,ICVX,"Icosavax, Inc."
07/29/2021,IMAQ,International Media Acquisition Corp.
07/29/2021,MTAL,Metals Acquisition Corp.
07/29/2021,NUVL,"Nuvalent, Inc."
07/29/2021,RLYB,Rallybio Corporation
07/29/2021,RSKD,Riskified Ltd.
07/29/2021,=SWAG,"Software Acquisition Group, Inc. III"
07/28/2021,APTM,Alpha Partners Technology Merger Corp.
07/28/2021,DALS,DA32 Life Science Tech Acquisition Corp.
07/28/2021,DUOL,"Duolingo, Inc."
07/28/2021,MEAC,Mercury Ecommerce Acquisition Corp.
07/28/2021,MLNK,"MeridianLink, Inc."
07/28/2021,PWSC,"PowerSchool Holdings, Inc."
07/28/2021,SNPO,Snap One Holdings Corp.
07/27/2021,ALPA,Alpha Healthcare Acquisition Corp. III
07/27/2021,CADL,"Candel Therapeutics, Inc."
07/27/2021,WRAC,Williams Rowland Acquisition Corp.
07/23/2021,BLNG,Belong Acquisition Corp.
07/23/2021,CNM,"Core & Main, Inc."
07/23/2021,CRBU,"Caribou Biosciences, Inc."
07/23/2021,CTKB,"Cytek Biosciences, Inc."
07/23/2021,GAMB,Gambling.com Group Limited
07/23/2021,OB,"Outbrain, Inc."
07/23/2021,SOPH,SOPHiA GENETICS SA
07/23/2021,USCB,"USCB Financial Holdings, Inc."
07/23/2021,XPOF,"Xponential Fitness, Inc."
07/22/2021,ABSI,Absci Corporation
07/22/2021,BASE,"Couchbase, Inc."
07/22/2021,INST,"Instructure Holdings, Inc."
07/22/2021,RYAN,"Ryan Specialty Group Holdings, Inc."
07/22/2021,ZENV,"Zenvia, Inc."
07/22/2021,ZVIA,Zevia PBC
07/21/2021,KLTR,"Kaltura, Inc."
07/21/2021,LAW,"CS Disco, Inc."
07/21/2021,PFTA,Portage Fintech Acquisition Corporation
07/21/2021,PYCR,"Paycor HCM, Inc."
07/21/2021,VEEE,Twin Vee PowerCats Co.
07/21/2021,VTEX,VTEX
07/20/2021,CLAY,Chavant Capital Acquisition Corp.
07/20/2021,CLOE,Clover Leaf Capital Corp.
07/20/2021,HCWB,"HCW Biologics, Inc."
07/20/2021,TRTL,TortoiseEcofin Acquisition Corp. III
07/16/2021,APAC,Stonebridge Acquisition Corporation
07/16/2021,BLND,"Blend Labs, Inc."
07/16/2021,BRDG,"Bridge Investment Group Holdings, Inc."
07/16/2021,BSAQ,Black Spade Acquisition Co.
07/16/2021,ERAS,"Erasca, Inc."
07/16/2021,IMGO,"Imago BioSciences, Inc."
07/16/2021,RGC,Regencell Bioscience Holdings Limited
07/16/2021,STVN,Stevanato Group S.p.A.
07/16/2021,TCRX,"TScan Therapeutics, Inc."
07/16/2021,TWCB,Bilander Acquisition Corp.
07/15/2021,=CLAQ,CleanTech Acquisition Corp.
07/15/2021,FXLV,"F45 Training Holdings, Inc."
07/15/2021,MCG,"Membership Collective Group, Inc."
07/15/2021,PECO,"Phillips Edison & Company, Inc."
07/15/2021,RPID,"Rapid Micro Biosystems, Inc."
07/15/2021,SERA,"Sera Prognostics, Inc."
07/15/2021,SGHT,"Sight Sciences, Inc."
07/15/2021,UPTD,TradeUP Acquisition Corp.
07/14/2021,IINN,Inspira Technologies Oxy B.H.N. Ltd
07/14/2021,JATT,JATT Acquisition Corp.
07/13/2021,ARYE,Arya Sciences Acquisition Corp. V
07/13/2021,UNCY,"Unicycive Therapeutics, Inc."
07/12/2021,GWII,Good Works II Acquisition Corp.
07/09/2021,ACRO,Acropolis Infrastructure Acquisition Corp.
07/09/2021,GLTA,Galata Acquisition Corp.
07/09/2021,RNAZ,"TransCode Therapeutics, Inc."
07/09/2021,SNTG,"Sentage Holdings, Inc."
07/08/2021,AGRI,"AgriFORCE Growing Systems, Ltd."
07/08/2021,ALCC,AltC Acquisition Corp.
07/08/2021,MITQ,"Moving iMage Technologies, Inc."
07/08/2021,=RICO,Agrico Acquisition Corp.
07/02/2021,NYXH,Nyxoah SA
07/01/2021,ABOS,"Acumen Pharmaceuticals, Inc."
07/01/2021,CORS,Corsair Partnering Corporation
07/01/2021,CURV,"Torrid Holdings, Inc."
07/01/2021,DNUT,"Krispy Kreme, Inc."
07/01/2021,DRAY,Macondray Capital Acquisition Corp. I
07/01/2021,EVCM,"EverCommerce, Inc."
07/01/2021,FICV,Frontier Investment Corp.
07/01/2021,=GGGV,G3 VRM Acquisition Corp.
07/01/2021,HEPS,D-MARKET Electronic Services & Trading
07/01/2021,VRAR,"The Glimpse Group, Inc."
07/01/2021,WAVE,Eco Wave Power Global AB (publ)
06/30/2021,AVTE,"Aerovate Therapeutics, Inc."
06/30/2021,CPOP,"Pop Culture Group Co., Ltd"
06/30/2021,CVRX,"CVRx, Inc."
06/30/2021,DIDIY,DiDi Global Inc.
06/30/2021,=DNAA,Social Capital Suvretta Holdings Corp. I
06/30/2021,DNAB,Social Capital Suvretta Holdings Corp. II
06/30/2021,=DNAC,Social Capital Suvretta Holdings Corp. III
06/30/2021,DNAD,Social Capital Suvretta Holdings Corp. IV
06/30/2021,IAS,Integral Ad Science Holding Corp.
06/30/2021,INTA,"Intapp, Inc."
06/30/2021,LZ,"LegalZoom.com, Inc."
06/30/2021,MCAF,Mountain Crest Acquisition Corp. IV
06/30/2021,S,"SentinelOne, Inc."
06/30/2021,SHQA,Shelter Acquisition Corporation I
06/30/2021,THCP,"Thunder Bridge Capital Partners IV, Inc."
06/30/2021,XMTR,"Xometry, Inc."
06/30/2021,YOU,"Clear Secure, Inc."
06/29/2021,DDL,Dingdong (Cayman) Limited
06/29/2021,EOCW,Elliott Opportunity II Corp.
06/29/2021,GOBI,Gobi Acquisition Corp.
06/25/2021,ACXP,"Acurx Pharmaceuticals, Inc."
06/25/2021,ELEV,"Elevation Oncology, Inc."
06/25/2021,GHRS,GH Research PLC
06/25/2021,GMVD,G Medical Innovations Holdings Ltd.
06/25/2021,GRPH,"Graphite Bio, Inc."
06/25/2021,MCW,"Mister Car Wash, Inc."
06/25/2021,MF,Missfresh Limited
06/25/2021,TKNO,"Alpha Teknova, Inc."
06/24/2021,BHG,"Bright Health Group, Inc."
06/24/2021,BON,Bon Natural Life Limited
06/24/2021,CFLT,"Confluent, Inc."
06/24/2021,DOCS,"Doximity, Inc."
06/24/2021,FTVI,FinTech Acquisition Corp. VI
06/24/2021,GLUE,"Monte Rosa Therapeutics, Inc."
06/24/2021,MIRO,"Miromatrix Medical, Inc."
06/24/2021,=NLIT,Northern Lights Acquisition Corp.
06/24/2021,UPXI,"Upexi, Inc."
06/23/2021,CXM,"Sprinklr, Inc."
06/23/2021,FA,First Advantage Corporation
06/23/2021,MITA,Coliseum Acquisition Corp.
06/22/2021,=GPCO,Golden Path Acquisition Corporation
06/22/2021,YMM,Full Truck Alliance Co. Ltd.
06/18/2021,AMAM,"Ambrx Biopharma, Inc."
06/18/2021,ATAI,ATAI Life Sciences N.V.
06/18/2021,CYT,"Cyteir Therapeutics, Inc."
06/18/2021,DNAY,"Codex DNA, Inc."
06/18/2021,FEMY,"Femasys, Inc."
06/18/2021,IPSC,"Century Therapeutics, Inc."
06/18/2021,JUGG,JAWS Juggernaut Acquisition Corporation
06/18/2021,RERE,AiHuiShou International Co. Ltd.
06/18/2021,TRMR,Tremor International Ltd.
06/17/2021,AOMR,"Angel Oak Mortgage, Inc."
06/17/2021,ISPC,"iSpecimen, Inc."
06/17/2021,LYEL,"Lyell Immunopharma, Inc."
06/17/2021,TRON,Corner Growth Acquisition Corp. 2
06/17/2021,VERV,"Verve Therapeutics, Inc."
06/16/2021,CNVY,"Convey Health Solutions Holdings, Inc."
06/16/2021,MOLN,Molecular Partners AG
06/16/2021,RONI,Rice Acquisition Corp. II
06/16/2021,WKME,WalkMe Ltd.
06/16/2021,ZT,Zimmer Energy Transition Acquisition Corp.
06/15/2021,ALZN,"Alzamend Neuro, Inc."
06/15/2021,DILA,DILA Capital Acquisition Corp.
06/15/2021,GSQB,"G Squared Ascend II, Inc."
06/11/2021,BZ,Kanzhun Limited
