IPO Date,Symbol,Company Name
06/11/2021,HCNE,JAWS Hurricane Acquisition Corporation
06/11/2021,JANX,"Janux Therapeutics, Inc."
06/11/2021,LAAA,Lakeshore Acquisition I Corp.
06/11/2021,LITT,Logistics Innovation Technologies Corp.
06/11/2021,TASK,"TaskUs, Inc."
06/10/2021,BSGA,Blue Safari Group Acquisition Corp.
06/10/2021,DIBS,"1stdibs.com, Inc."
06/10/2021,LFST,"Lifestance Health Group, Inc."
06/10/2021,MNDY,monday.com Ltd.
06/10/2021,ZETA,Zeta Global Holdings Corp.
06/09/2021,CLBR,Colombier Acquisition Corp.
06/09/2021,GACQ,Global Consumer Acquisition Corp
06/09/2021,ISAA,"Iron Spark I, Inc."
06/09/2021,MQ,"Marqeta, Inc."
06/09/2021,SMIH,Summit Healthcare Acquisition Corp.
06/08/2021,SPK,SPK Acquisition Corp.
06/08/2021,ZMENY,"Zhangmen Education, Inc."
06/03/2021,DLO,DLocal Limited
05/28/2021,CNTA,Centessa Pharmaceuticals PLC
05/28/2021,OTEC,OceanTech Acquisitions I Corp.
05/27/2021,DAWN,"Day One Biopharmaceuticals, Inc."
05/27/2021,FIGS,"FIGS, Inc."
05/27/2021,OMIC,"Singular Genomics Systems, Inc."
05/26/2021,=DYNS,Dynamics Special Purpose Corp.
05/26/2021,EGGF,EG Acquisition Corp.
05/26/2021,FLYW,Flywire Corporation
05/26/2021,PAY,"Paymentus Holdings, Inc."
05/26/2021,PSPC,Post Holdings Partnering Corporation
05/26/2021,ZIP,"ZipRecruiter, Inc."
05/25/2021,FWAC,Fifth Wall Acquisition Corp. III
05/21/2021,GFOR,Graf Acquisition Corp. IV
05/20/2021,OTLY,Oatly Group AB
05/20/2021,PCOR,"Procore Technologies, Inc."
05/19/2021,GIW,"GigInternational1, Inc."
05/19/2021,RAM,Aries I Acquisition Corp.
05/19/2021,SKYA,Skydeck Acquisition Corp.
05/19/2021,SQSP,"Squarespace, Inc."
05/18/2021,CPAR,Catalyst Partners Acquisition Corp.
05/18/2021,JZXN,"Jiuzi Holdings, Inc."
05/18/2021,MCAE,Mountain Crest Acquisition Corp. III
05/18/2021,POND,Angel Pond Holdings Corporation
05/14/2021,=ARTA,Artisan Acquisition Corp.
05/14/2021,DBGI,"Digital Brands Group, Inc."
05/14/2021,EJH,E-Home Household Service Holdings Ltd
05/14/2021,OSI,Osiris Acquisition Corp.
05/14/2021,VERA,"Vera Therapeutics, Inc."
05/13/2021,ORIA,Orion Biotech Opportunities Corp.
05/12/2021,GLBE,Global-E Online Ltd.
05/12/2021,IPW,"iPower, Inc."
05/12/2021,SMWB,Similarweb Ltd.
05/11/2021,FLGC,Flora Growth Corp.
05/07/2021,ANEB,"Anebulo Pharmaceuticals, Inc."
05/07/2021,BRIV,B. Riley Principal 250 Merger Corp.
05/07/2021,BWMN,Bowman Consulting Group Ltd.
05/07/2021,DKDCA,Data Knights Acquisition Corp.
05/07/2021,OG,Onion Global Limited
05/07/2021,TALS,"Talaris Therapeutics, Inc."
05/07/2021,WDH,"Waterdrop, Inc."
05/06/2021,VALN,Valneva SE
05/05/2021,FSBC,Five Star Bancorp
05/05/2021,HNST,"The Honest Company, Inc."
05/05/2021,MAQC,Maquia Capital Acquisition Corporation
05/04/2021,=ALF,"ALFI, Inc."
05/04/2021,VLAT,Valor Latitude Acquisition Corp.
04/30/2021,HOWL,"Werewolf Therapeutics, Inc."
04/30/2021,IACC,ION Acquisition Corp. 3 Ltd.
04/30/2021,VACC,Vaccitech plc
04/29/2021,AVAH,"Aveanna Healthcare Holdings, Inc."
04/29/2021,BSKY,"Big Sky Growth Partners, Inc."
04/29/2021,EDR,"Endeavor Group Holdings, Inc."
04/29/2021,PRVA,"Privia Health Group, Inc."
04/29/2021,=TUGC,TradeUP Global Corporation
04/28/2021,FTCI,"FTC Solar, Inc."
04/23/2021,AGTI,"Agiliti, Inc."
04/23/2021,IMPL,"Impel NeuroPharma, Inc."
04/23/2021,RAIN,"Rain Therapeutics, Inc."
04/23/2021,SWIM,"Latham Group, Inc."
04/23/2021,TMCI,"Treace Medical Concepts, Inc."
04/22/2021,KNBE,"KnowBe4, Inc."
04/22/2021,NPCE,"NeuroPace, Inc."
04/22/2021,=ZY,"Zymergen, Inc."
04/21/2021,DV,"DoubleVerify Holdings, Inc."
04/21/2021,PATH,"UiPath, Inc."
04/21/2021,SKYT,"SkyWater Technology, Inc."
04/20/2021,IFBD,"Infobird Co., Ltd"
04/20/2021,TRKA,"Troika Media Group, Inc."
04/16/2021,AKYA,"Akoya Biosciences, Inc."
04/16/2021,BMEA,"Biomea Fusion, Inc."
04/16/2021,RXRX,"Recursion Pharmaceuticals, Inc."
04/15/2021,AGL,"agilon health, inc."
04/15/2021,APP,AppLovin Corporation
04/15/2021,EBET,"EBET, INC."
04/15/2021,KRT,"Karat Packaging, Inc."
04/15/2021,TSP,"TuSimple Holdings, Inc."
04/14/2021,ALKT,"Alkami Technology, Inc."
04/14/2021,COIN,"Coinbase Global, Inc."
04/14/2021,TCVA,TCV Acquisition Corp.
04/14/2021,YTPG,TPG Pace Beneficial II Corp.
04/09/2021,=ADF,"Aldel Financial, Inc."
04/09/2021,=GLSPT,Global SPAC Partners Co.
04/09/2021,RPHM,"Reneo Pharmaceuticals, Inc."
04/09/2021,=TPGS,TPG Pace Solutions Corp.
04/09/2021,VECT,VectivBio Holding AG
04/08/2021,MPAC,Model Performance Acquisition Corp.
04/08/2021,TIOA,Tio Tech A
04/07/2021,=CMLT,"CM Life Sciences III, Inc."
04/07/2021,PANA,Panacea Acquisition Corp. II
04/06/2021,ACBA,Ace Global Business Acquisition Limited
04/06/2021,UTME,UTime Limited
04/01/2021,COMP,"Compass, Inc."
04/01/2021,EM,Smart Share Global Limited
04/01/2021,KARO,Karooooo Ltd.
04/01/2021,ULCC,"Frontier Group Holdings, Inc."
03/31/2021,ACHL,Achilles Therapeutics plc
03/31/2021,COUR,"Coursera, Inc."
03/31/2021,MBTC,Nocturne Acquisition Corp.
03/30/2021,TWOA,two
03/26/2021,ALHC,"Alignment Healthcare, Inc."
03/26/2021,DSGN,"Design Therapeutics, Inc."
03/26/2021,EWTX,"Edgewise Therapeutics, Inc."
03/26/2021,HYW,Hywin Holdings Ltd.
03/26/2021,IKNA,"Ikena Oncology, Inc."
03/26/2021,TDUP,"ThredUp, Inc."
03/26/2021,ZH,"Zhihu, Inc."
03/25/2021,CRCT,"Cricut, Inc."
03/25/2021,DSEY,"Diversey Holdings, Ltd."
03/25/2021,EEIQ,Elite Education Group International Limited
03/25/2021,LCA,"Landcadia Holdings IV, Inc."
03/25/2021,LVTX,LAVA Therapeutics N.V.
03/25/2021,MSDA,MSD Acquisition Corp.
03/25/2021,OLK,Olink Holding AB (publ)
03/25/2021,SEMR,"SEMrush Holdings, Inc."
03/25/2021,VZIO,VIZIO Holding Corp.
03/24/2021,ACVA,"ACV Auctions, Inc."
03/24/2021,CRZN,Corazon Capital V838 Monoceros Corp.
03/24/2021,=DCRC,Decarbonization Plus Acquisition Corporation III
03/24/2021,DISA,Disruptive Acquisition Corporation I
03/24/2021,DOCN,"DigitalOcean Holdings, Inc."
03/24/2021,=KVSB,Khosla Ventures Acquisition Co. II
03/24/2021,KVSC,Khosla Ventures Acquisition Co. III
03/24/2021,NGC,Northern Genesis Acquisition Corp. III
03/23/2021,=ACTD,ArcLight Clean Transition Corp. II
03/23/2021,DGNU,Dragoneer Growth Opportunities Corp. III
03/23/2021,=GGPI,"Gores Guggenheim, Inc."
03/23/2021,GLHA,Glass Houses Acquisition Corp.
03/23/2021,LEGA,"Lead Edge Growth Opportunities, Ltd"
03/23/2021,MOVE,"Movano, Inc."
03/23/2021,NBST,Newbury Street Acquisition Corporation
03/23/2021,=NGCA,NextGen Acquisition Corp. II
03/23/2021,OPA,Magnum Opus Acquisition Limited
03/23/2021,RKTA,Rocket Internet Growth Opportunities Corp.
03/23/2021,STRE,"Supernova Partners Acquisition Company III, Ltd."
03/23/2021,TBSA,TB SA Acquisition Corp.
03/23/2021,UPC,"Universe Pharmaceuticals, Inc."
03/23/2021,=VGII,Virgin Group Acquisition Corp. II
03/19/2021,AFAQ,AF Acquisition Corp.
03/19/2021,AFCG,"AFC Gamma, Inc."
03/19/2021,BYTS,BYTE Acquisition Corp.
03/19/2021,CNTB,Connect Biopharma Holdings Limited
03/19/2021,FNCH,"Finch Therapeutics Group, Inc."
03/19/2021,GGMC,Glenfarne Merger Corp.
03/19/2021,LDHA,LDH Growth Corp. I
03/19/2021,LGV,Longview Acquisition Corp. II
03/19/2021,LVRA,Levere Holdings Corp.
03/19/2021,TIL,"Instil Bio, Inc."
03/18/2021,AAQC,Accelerate Acquisition Corp.
03/18/2021,AMAO,"American Acquisition Opportunity, Inc."
03/18/2021,FMIV,Forum Merger IV Corporation
03/18/2021,GANX,"Gain Therapeutics, Inc."
03/18/2021,GXII,GX Acquisition Corp. II
03/18/2021,NAPA,"The Duckhorn Portfolio, Inc."
03/18/2021,RACB,Research Alliance Corp. II
03/18/2021,REVH,Revolution Healthcare Acquisition Corp.
03/18/2021,TUYA,"Tuya, Inc."
03/18/2021,=VEI,"Vine Energy, Inc."
03/17/2021,=ATHN,Athena Technology Acquisition Corp.
03/17/2021,BGSX,Build Acquisition Corp.
03/17/2021,GAMC,Golden Arrow Merger Corp.
03/17/2021,JWEL,Jowell Global Ltd.
03/17/2021,KAHC,KKR Acquisition Holdings I Corp.
03/17/2021,KSI,Kadem Sustainable Impact Corporation
03/17/2021,OLO,"Olo, Inc."
03/17/2021,SNCY,"Sun Country Airlines Holdings, Inc."
03/17/2021,TETC,Tech & Energy Transition Corporation
03/16/2021,EBAC,European Biotech Acquisition Corp.
03/16/2021,FVIV,Fortress Value Acquisition Corp. IV
03/16/2021,FZT,FAST Acquisition Corp. II
03/16/2021,PLMI,Plum Acquisition Corp. I
03/16/2021,=RTPY,Reinvent Technology Partners Y
03/16/2021,WALD,Waldencast plc
03/12/2021,CFFE,CF Acquisition Corp. VIII
03/12/2021,FTPA,FTAC Parnassus Acquisition Corp.
03/12/2021,GTPA,"Gores Technology Partners, Inc."
03/12/2021,GTPB,"Gores Technology Partners II, Inc."
03/12/2021,HAYW,"Hayward Holdings, Inc."
03/12/2021,JOAN,"JOANN, Inc."
03/12/2021,LBPH,"Longboard Pharmaceuticals, Inc."
03/12/2021,ROSS,Ross Acquisition Corp. II
03/12/2021,RXDX,"Prometheus Biosciences, Inc."
03/12/2021,SCAQ,Stratim Cloud Acquisition Corp.
03/12/2021,STKH,Steakholder Foods Ltd.
03/11/2021,=ATSP,Archimedes Tech SPAC Partners Co.
03/11/2021,CPNG,"Coupang, Inc."
03/11/2021,FHS,"First High-School Education Group Co., Ltd."
03/11/2021,FRON,Frontier Acquisition Corp.
03/11/2021,GAPA,G&P Acquisition Corp.
03/11/2021,LCAA,L Catterton Asia Acquisition Corp.
03/11/2021,PTOC,Pine Technology Acquisition Corp.
03/11/2021,SPKB,Silver Spike Acquisition Corp. II
03/10/2021,AGGR,Agile Growth Corp.
03/10/2021,CLAA,Colonnade Acquisition Corp. II
03/10/2021,DTOC,Digital Transformation Opportunities Corp.
03/10/2021,ESM,ESM Acquisition Corporation
03/10/2021,FRW,PWP Forward Acquisition Corp. I
03/10/2021,FRXB,Forest Road Acquisition Corp. II
03/10/2021,RBLX,Roblox Corporation
03/10/2021,SBII,Sandbridge X2 Corp.
03/10/2021,VAQC,Vector Acquisition Corporation II
03/09/2021,ACQR,Independence Holdings Corp.
03/09/2021,GROY,Gold Royalty Corp.
03/09/2021,PDOT,Peridot Acquisition Corp. II
03/09/2021,SVFB,SVF Investment Corp. 2
03/09/2021,=SVFC,SVF Investment Corp. 3
03/05/2021,=DMYQ,"dMY Technology Group, Inc. IV"
03/05/2021,FRSG,First Reserve Sustainable Growth Corp.
03/05/2021,IPVA,InterPrivate II Acquisition Corp.
03/05/2021,IPVF,"InterPrivate III Financial Partners, Inc."
03/05/2021,IPVI,"InterPrivate IV InfraTech Partners, Inc."
03/05/2021,IRAA,Iris Acquisition Corp
03/05/2021,LHAA,Lerer Hippeau Acquisition Corp.
03/05/2021,=TWNT,Tailwind Two Acquisition Corp.
03/05/2021,VPCB,VPC Impact Acquisition Holdings II
03/05/2021,=VPCC,"VPC Impact Acquisition Holdings III, Inc."
03/05/2021,WPCA,Warburg Pincus Capital Corporation I-A
03/05/2021,WPCB,Warburg Pincus Capital Corporation I-B
03/04/2021,ACAH,Atlantic Coastal Acquisition Corp.
03/04/2021,ATAQ,Altimar Acquisition Corp. III
03/04/2021,AURC,Aurora Acquisition Corp.
03/04/2021,HERA,FTAC Hera Acquisition Corp.
03/04/2021,INNV,Innovage Holding Corp.
03/04/2021,KVSA,Khosla Ventures Acquisition Co.
03/04/2021,MBAC,M3-Brigade Acquisition II Corp.
03/04/2021,PSAG,Property Solutions Acquisition Corp. II
03/04/2021,RXRA,RXR Acquisition Corp.
03/04/2021,TRCA,Twin Ridge Capital Acquisition Corp.
03/03/2021,=ISOS,Isos Acquisition Corp.
03/03/2021,MACC,Mission Advancement Corp.
03/03/2021,OSCR,"Oscar Health, Inc."
03/03/2021,=ROCR,Roth CH Acquisition III Co.
03/02/2021,AMPI,"Advanced Merger Partners, Inc."
03/02/2021,ANZU,Anzu Special Acquisition Corp. I
03/02/2021,ARRW,Arrowroot Acquisition Corp.
03/02/2021,DHBC,DHB Capital Corp.
03/02/2021,DHCA,DHC Acquisition Corp.
03/02/2021,FTEV,FinTech Evolution Acquisition Group
03/02/2021,GBRG,Goldenbridge Acquisition Limited
03/02/2021,=HYAC,Haymaker Acquisition Corp. III
03/02/2021,LOKM,Live Oak Mobility Acquisition Corp.
03/02/2021,NDAC,Nightdragon Acquisition Corp.
03/02/2021,NSTC,Northern Star Investment Corp. III
03/02/2021,NSTD,Northern Star Investment Corp. IV
03/02/2021,OHPA,Orion Acquisition Corp.
03/02/2021,=SNII,"Supernova Partners Acquisition Company II, Ltd."
03/02/2021,TSPQ,TCW Special Purpose Acquisition Corp.
02/26/2021,AGAC,African Gold Acquisition Corporation
02/26/2021,ARYD,ARYA Sciences Acquisition Corp. IV
02/26/2021,ASZ,Austerlitz Acquisition Corporation II
02/26/2021,AUS,Austerlitz Acquisition Corporation I
02/26/2021,FACT,Freedom Acquisition I Corp.
02/26/2021,FSNB,Fusion Acquisition Corp. II
02/26/2021,IBER,Ibere Pharmaceuticals
02/26/2021,=KCAC2,Kensington Capital Acquisition Corp. II
02/26/2021,=LIII,Leo Holdings III Corp.
02/26/2021,=MACQ,MCAP Acquisition Corporation
02/26/2021,=SBEA,SilverBox Engaged Merger Corp. I
02/26/2021,TWLV,Twelve Seas Investment Company II
02/26/2021,WARR,Warrior Technologies Acquisition Company
02/25/2021,=EJFA,EJF Acquisition Corp.
02/25/2021,FLME,Flame Acquisition Corp.
02/25/2021,GIIX,"Gores Holdings VIII, Inc."
02/25/2021,HUGS,USHG Acquisition Corp.
02/25/2021,ISLE,Isleworth Healthcare Acquisition Corp.
02/25/2021,=SCR,"Score Media & Gaming, Inc."
02/24/2021,=BOAS,BOA Acquisition Corp.
02/24/2021,COLI,"Colicity, Inc."
02/24/2021,GLBL,Cartesian Growth Corporation
02/24/2021,HIII,Hudson Executive Investment Corp. III
02/24/2021,=SRNG,Soaring Eagle Acquisition Corp.
02/23/2021,ANAC,Arctos NorthStar Acquisition Corp.
02/23/2021,=CMII,"CM Life Sciences II, Inc."
02/23/2021,FTAA,FTAC Athena Acquisition Corp.
02/23/2021,GSEV,"Gores Holdings VII, Inc."
02/23/2021,SLAM,Slam Corp.
02/23/2021,VELO,Velocity Acquisition Corp.
02/19/2021,=ASPC,Alpha Capital Acquisition Company
02/19/2021,=BRPM,B. Riley Principal 150 Merger Corp.
02/19/2021,=CFVI,CF Acquisition Corp. VI
02/19/2021,FACA,Figure Acquisition Corp. I
02/19/2021,SPGS,"Simon Property Group Acquisition Holdings, Inc."
02/19/2021,TWNI,Tailwind International Acquisition Corp.
02/18/2021,FSRX,FinServ Acquisition Corp. II
02/18/2021,KAII,Kismet Acquisition Two Corp.
02/18/2021,KIII,Kismet Acquisition Three Corp.
02/17/2021,ABGI,ABG Acquisition Corp. I
02/17/2021,AUUD,"Auddia, Inc."
02/17/2021,=FSII,FS Development Corp. II
02/17/2021,MACA,Moringa Acquisition Corp.
02/17/2021,NVSA,New Vista Acquisition Corp.
02/17/2021,PFDR,Pathfinder Acquisition Corporation
02/17/2021,SPTK,SportsTek Acquisition Corp.
02/17/2021,VRPX,"Virpax Pharmaceuticals, Inc."
02/16/2021,MSAC,Medicus Sciences Acquisition Corp.
02/12/2021,BITE,Bite Acquisition Corp.
02/12/2021,CCVI,Churchill Capital Corp. VI
02/12/2021,CHAA,Catcha Investment Corp.
02/12/2021,CVII,Churchill Capital Corp. VII
02/12/2021,DBTX,"Decibel Therapeutics, Inc."
02/12/2021,LGVN,"Longeveron, Inc."
02/12/2021,NEXI,"NexImmune, Inc."
02/12/2021,RCLF,Rosecliff Acquisition Corp. I
02/12/2021,SCLE,Broadscale Acquisition Corp.
02/12/2021,SLAC,Social Leverage Acquisition Corp. I
02/12/2021,=TCAC,Tuatara Capital Acquisition Corporation
02/12/2021,TLIS,Talis Biomedical Corporation
02/12/2021,TSIB,Tishman Speyer Innovation Corp. II
02/11/2021,=APR,"Apria, Inc."
02/11/2021,BMBL,"Bumble, Inc."
02/11/2021,BVS,"Bioventus, Inc."
02/11/2021,=IACB,ION Acquisition Corp. 2 Ltd.
02/11/2021,LDI,"loanDepot, Inc."
02/11/2021,PUCK,Goal Acquisitions Corp.
02/11/2021,SGFY,"Signify Health, Inc."
02/10/2021,APGB,Apollo Strategic Growth Capital II
02/10/2021,BPTS,Biophytis S.A.
02/10/2021,DSP,"Viant Technology, Inc."
02/10/2021,=FORE,Foresight Acquisition Corp.
02/10/2021,LGAC,Lazard Growth Acquisition Corp. I
02/10/2021,SCOB,ScION Tech Growth II
02/10/2021,VLON,"Vallon Pharmaceuticals, Inc."
02/10/2021,=XPDI,Power & Digital Infrastructure Acquisition Corp.
02/09/2021,ADAG,"Adagene, Inc."
02/09/2021,ADRA,Adara Acquisition Corp.
02/09/2021,CPTK,Crown PropTech Acquisitions
02/09/2021,=ENNV,ECP Environmental Growth Opportunities Corp.
02/09/2021,EPOW,"Sunrise New Energy Co., Ltd."
02/09/2021,EVOJ,Evo Acquisition Corp.
02/09/2021,=GIG,"GigCapital4, Inc."
02/09/2021,PGRW,Progress Acquisition Corp.
02/09/2021,PICC,Pivotal Investment Corporation III
02/09/2021,PMGM,Priveterra Acquisition Corp.
02/09/2021,RAAS,Cloopen Group Holding Limited
02/09/2021,=SPAQ,Spartan Acquisition Corp. III
02/09/2021,VENA,Venus Acquisition Corporation
02/08/2021,BAOS,Baosheng Media Group Holdings Limited
02/05/2021,ANGN,Angion Biomedica Corp.
02/05/2021,=ATMR,Altimar Acquisition Corp. II
02/05/2021,BOLT,"Bolt Biotherapeutics, Inc."
02/05/2021,CNEY,"CN Energy Group, Inc."
02/05/2021,COVA,COVA Acquisition Corp.
02/05/2021,CPUH,Compute Health Acquisition Corp.
02/05/2021,EVAX,Evaxion Biotech A/S
02/05/2021,=FWAA,Fifth Wall Acquisition Corp. I
02/05/2021,GSQD,"G Squared Ascend I, Inc."
02/05/2021,HHLA,HH&L Acquisition Co.
02/05/2021,IMCR,Immunocore Holdings plc
02/05/2021,JOFF,JOFF Fintech Acquisition Corp.
02/05/2021,=KURI,Alkuri Global Acquisition Corp.
02/05/2021,LHDX,"Lucira Health, Inc."
02/05/2021,PHVS,"Pharvaris, N.V"
02/05/2021,QFTA,Quantum FinTech Acquisition Corporation
02/05/2021,RMGC,RMG Acquisition Corp. III
02/05/2021,SDAC,Sustainable Development Acquisition I Corp.
02/05/2021,TBCP,"Thunder Bridge Capital Partners III, Inc."
02/05/2021,TERN,"Terns Pharmaceuticals, Inc."
02/05/2021,VOR,"Vor Biopharma, Inc."
02/04/2021,ACII,Atlas Crest Investment Corp. II
02/04/2021,ASAX,Astrea Acquisition Corp.
02/04/2021,=ATC,Atotech Limited
02/04/2021,=CENH,Centricus Acquisition Corp.
02/04/2021,=DCRN,Decarbonization Plus Acquisition Corporation II
02/04/2021,ITQ,Itiquira Acquisition Corp.
02/04/2021,LABP,"Landos Biopharma, Inc."
02/04/2021,=NXU,Novus Capital Corporation II
02/04/2021,SANA,"Sana Biotechnology, Inc."
02/04/2021,SNSE,"Sensei Biotherapeutics, Inc."
02/03/2021,GHAC,Gaming & Hospitality Acquisition Corp.
02/03/2021,KRNL,"Kernel Group Holdings, Inc."
02/03/2021,ONTF,"ON24, Inc."
02/03/2021,PRPC,CC Neuberger Principal Holdings III
02/03/2021,TIXT,"TELUS International, Inc."
02/03/2021,TMAC,The Music Acquisition Corporation
02/02/2021,AAC,Ares Acquisition Corporation
02/02/2021,JWSM,Jaws Mustang Acquisition Corporation
02/02/2021,MDH,MDH Acquisition Corp.
02/02/2021,NRAC,Noble Rock Acquisition Corporation
02/02/2021,=THMA,Thimble Point Acquisition Corp.
01/29/2021,=BCAC,Brookline Capital Acquisition Corp.
01/29/2021,BLUA,BlueRiver Acquisition Corp.
01/29/2021,=CFV,CF Acquisition Corp. V
01/29/2021,CLRM,Clarim Acquisition Corp.
01/29/2021,EQHA,EQ Health Acquisition Corp.
01/29/2021,=GCAC,Growth Capital Acquisition Corp.
01/29/2021,HMPT,"Home Point Capital, Inc."
01/29/2021,MIT,"Mason Industrial Technology, Inc."
01/29/2021,NLSP,NLS Pharmaceutics Ltd.
01/29/2021,TRIN,"Trinity Capital, Inc."
01/29/2021,ZWRK,Z-Work Acquisition Corp.
01/28/2021,AGFY,Agrify Corporation
01/28/2021,IGNY,Ignyte Acquisition Corp.
01/28/2021,=ITHX,ITHAX Acquisition Corp.
01/28/2021,=OCDX,Ortho Clinical Diagnostics Holdings plc
01/28/2021,TLGA,TLG Acquisition One Corp.
01/28/2021,VINP,Vinci Partners Investments Ltd.
01/28/2021,XM,"Qualtrics International, Inc."
01/28/2021,ZIM,ZIM Integrated Shipping Services Ltd.
01/27/2021,=CAHC,CA Healthcare Acquisition Corp.
01/27/2021,CLIM,Climate Real Impact Solutions II Acquisition Corporation
01/27/2021,CSTA,Constellation Acquisition Corp. I
01/27/2021,FSSI,Fortistar Sustainable Solutions Corp.
01/27/2021,=HCAQ,HealthCor Catalio Acquisition Corp.
01/27/2021,SHLS,"Shoals Technologies Group, Inc."
01/27/2021,TIRX,Tian Ruixiang Holdings Ltd.
01/26/2021,BIOT,Biotech Acquisition Company
01/26/2021,=BTNB,Bridgetown 2 Holdings Limited
01/26/2021,DHHC,DiamondHead Holdings Corp.
01/26/2021,DNZ,D & Z Media Acquisition Corp.
01/26/2021,EZGO,EZGO Technologies Ltd.
01/26/2021,HCII,Hudson Executive Investment Corp. II
01/26/2021,=LMAO,"LMF Acquisition Opportunities, Inc."
01/26/2021,NSTB,Northern Star Investment Corp. II
01/26/2021,SSAA,Science Strategic Acquisition Corp. Alpha
01/22/2021,=EUSG,European Sustainable Growth Acquisition Corp.
01/22/2021,HUDI,"Huadi International Group Co., Ltd."
01/22/2021,JCIC,Jack Creek Investment Corp.
01/22/2021,LMACA,Liberty Media Acquisition Corporation
01/22/2021,MNTK,"Montauk Renewables, Inc."
01/22/2021,NAAC,North Atlantic Acquisition Corporation
01/22/2021,OEPW,One Equity Partners Open Water I Corp.
01/22/2021,PAX,Patria Investments Limited
01/22/2021,PV,Primavera Capital Acquisition Corporation
01/22/2021,RLX,"RLX Technology, Inc."
01/22/2021,SHAC,SCP & CO Healthcare Acquisition Company
01/22/2021,=VOSO,Virtuoso Acquisition Corp.
01/21/2021,DFH,"Dream Finders Homes, Inc."
01/21/2021,MYTE,MYT Netherlands Parent B.V.
01/20/2021,FOXW,FoxWayne Enterprises Acquisition Corp.
01/20/2021,=GMBT,Queen's Gambit Growth Capital
01/20/2021,=GMII,"Gores Metropoulos II, Inc."
01/20/2021,=LEGO,Legato Merger Corp.
01/20/2021,OSTR,Oyster Enterprises Acquisition Corp.
01/20/2021,TZPS,TZP Strategies Acquisition Corp.
01/15/2021,ADER,26 Capital Acquisition Corp.
01/15/2021,AEAC,Authentic Equity Acquisition Corp.
01/15/2021,CLAS,Class Acceleration Corp.
01/15/2021,DRVN,Driven Brands Holdings Inc.
01/15/2021,EAC,Edify Acquisition Corp.
01/15/2021,GNAC,Group Nine Acquisition Corp.
01/15/2021,=HCCC,Healthcare Capital Corp.
01/15/2021,HCIC,Hennessy Capital Investment Corp. V
01/15/2021,OCAX,OCA Acquisition Corp.
01/15/2021,PLTK,Playtika Holding Corp.
01/15/2021,=ROT,Rotor Acquisition Corp.
01/15/2021,=TBA,Thoma Bravo Advantage
01/14/2021,=ENVI,Environmental Impact Acquisition Corp.
01/14/2021,MON,Monument Circle Acquisition Corp.
01/14/2021,POSH,"Poshmark, Inc."
01/14/2021,=SLCR,Silver Crest Acquisition Corporation
01/14/2021,WOOF,"Petco Health And Wellness Company, Inc."
01/13/2021,AFRM,"Affirm Holdings, Inc."
01/13/2021,DLCA,Deep Lake Capital Acquisition Corp.
01/13/2021,FCAX,Fortress Capital Acquisition Corp
01/13/2021,FINM,Marlin Technology Corporation
01/13/2021,HLAH,"Hamilton Lane Alliance Holdings I, Inc."
01/13/2021,MSGM,"Motorsport Games, Inc."
01/13/2021,=NGAB,Northern Genesis Acquisition Corp. II
01/13/2021,PNTM,Pontem Corporation
01/12/2021,ADEX,Adit EdTech Acquisition Corp.
01/12/2021,=BCYP,Big Cypress Acquisition Corp.
01/12/2021,=ENFA,"890 5th Avenue Partners, Inc."
01/12/2021,GPAC,Global Partner Acquisition Corp. II
01/12/2021,KUKE,Kuke Music Holding Limited
01/12/2021,QLI,Qilian International Holding Group Limited
01/12/2021,SWET,Athlon Acquisition Corp.
01/11/2021,LJAQ,LightJump Acquisition Corporation
01/08/2021,CGEM,"Cullinan Oncology, Inc."
01/08/2021,EPHY,Epiphany Technology Acquisition Corp.
01/08/2021,EPWR,Empowerment & Inclusion Capital I Corp.
01/08/2021,GRCL,"Gracell Biotechnologies, Inc."
01/08/2021,GSAQ,Global Synergy Acquisition Corp.
01/08/2021,KLAQ,KL Acquisition Corp.
01/08/2021,LHC,Leo Holdings Corp. II
01/08/2021,=LWAC,Locust Walk Acquisition Corp.
01/08/2021,=MCAD,Mountain Crest Acquisition Corp. II
01/08/2021,PACX,Pioneer Merger Corp.
01/08/2021,=PAQC,Provident Acquisition Corp.
01/08/2021,POW,Powered Brands
01/08/2021,PRSR,Prospector Capital Corp.
01/08/2021,SVFA,SVF Investment Corp.
01/08/2021,=SWBK,Switchback II Corporation
01/08/2021,TMKR,Tastemaker Acquisition Corp.
01/07/2021,AGCB,Altimeter Growth Corp. 2
01/07/2021,BLTS,Bright Lights Acquisition Corp.
01/07/2021,INKA,KludeIn I Acquisition Corp.
01/07/2021,=IVAN,Ivanhoe Capital Acquisition Corp.
01/07/2021,OMEG,Omega Alpha SPAC
01/07/2021,VCKA,Vickers Vantage Corp. I
01/07/2021,VTIQ,VectoIQ Acquisition Corp. II
01/06/2021,AKIC,Sports Ventures Acquisition Corp.
01/06/2021,KAIR,Kairos Acquisition Corp.
01/06/2021,=PPGH,Poema Global Holdings Corp.
01/06/2021,=STPC,Star Peak Corp. II
01/05/2021,BENE,Benessere Capital Acquisition Corp.
01/05/2021,CRU,Crucible Acquisition Corporation
01/05/2021,FVT,Fortress Value Acquisition Corp. III
